wave_height_avg_24h,wave_height_std_24h,swell_wave_height_avg_24h,swell_wave_period_avg_24h,wind_wave_height_avg_24h,ocean_current_velocity_avg_24h,sea_surface_temp_avg_24h,sea_level_mean_24h,sea_level_std_24h,sea_level_roc_per_hr_24h,wave_direction_mean_24h,wave_direction_std_24h,wind_wave_direction_mean_24h,wind_wave_direction_std_24h,swell_wave_direction_mean_24h,swell_wave_direction_std_24h,ocean_current_direction_mean_24h,ocean_current_direction_std_24h,wind_speed_avg_24h,wind_direction_std_24h,wind_direction_mean_24h,rain_total_24h,cloud_cover_avg_24h,pressure_avg_24h,temperature_avg_24h,relative_humidity_avg_24h,wind_gusts_max_24h,apparent_temperature_avg_24h,onshore_wind_speed_avg_24h,onshore_wave_height_avg_24h,onshore_swell_height_avg_24h,onshore_wind_wave_height_avg_24h,wave_height_avg_48h,wave_height_std_48h,swell_wave_height_avg_48h,swell_wave_period_avg_48h,wind_wave_height_avg_48h,ocean_current_velocity_avg_48h,sea_surface_temp_avg_48h,sea_level_mean_48h,sea_level_std_48h,sea_level_roc_per_hr_48h,wave_direction_mean_48h,wave_direction_std_48h,wind_wave_direction_mean_48h,wind_wave_direction_std_48h,swell_wave_direction_mean_48h,swell_wave_direction_std_48h,ocean_current_direction_mean_48h,ocean_current_direction_std_48h,wind_speed_avg_48h,wind_direction_std_48h,wind_direction_mean_48h,rain_total_48h,cloud_cover_avg_48h,pressure_avg_48h,temperature_avg_48h,relative_humidity_avg_48h,wind_gusts_max_48h,apparent_temperature_avg_48h,onshore_wind_speed_avg_48h,onshore_wave_height_avg_48h,onshore_swell_height_avg_48h,onshore_wind_wave_height_avg_48h,wave_height_avg_72h,wave_height_std_72h,swell_wave_height_avg_72h,swell_wave_period_avg_72h,wind_wave_height_avg_72h,ocean_current_velocity_avg_72h,sea_surface_temp_avg_72h,sea_level_mean_72h,sea_level_std_72h,sea_level_roc_per_hr_72h,wave_direction_mean_72h,wave_direction_std_72h,wind_wave_direction_mean_72h,wind_wave_direction_std_72h,swell_wave_direction_mean_72h,swell_wave_direction_std_72h,ocean_current_direction_mean_72h,ocean_current_direction_std_72h,wind_speed_avg_72h,wind_direction_std_72h,wind_direction_mean_72h,rain_total_72h,cloud_cover_avg_72h,pressure_avg_72h,temperature_avg_72h,relative_humidity_avg_72h,wind_gusts_max_72h,apparent_temperature_avg_72h,onshore_wind_speed_avg_72h,onshore_wave_height_avg_72h,onshore_swell_height_avg_72h,onshore_wind_wave_height_avg_72h,tide_stage_sign_last3h,swell_wave_height_slope_24h,swell_wave_height_last,swell_wave_height_mean_24h,wave_height_slope_24h,wave_height_last,wave_height_mean_24h,wind_speed_10m_slope_24h,wind_speed_10m_last,wind_speed_10m_mean_24h,temperature_2m_slope_24h,temperature_2m_last,temperature_2m_mean_24h,swell_wave_height_hrs_since_max_24h,swell_wave_height_hrs_since_min_24h,swell_wave_height_hrs_above_mean_24h,swell_wave_height_hrs_below_mean_24h,wave_height_hrs_since_max_24h,wave_height_hrs_since_min_24h,wave_height_hrs_above_mean_24h,wave_height_hrs_below_mean_24h,wind_speed_10m_hrs_since_max_24h,wind_speed_10m_hrs_since_min_24h,wind_speed_10m_hrs_above_mean_24h,wind_speed_10m_hrs_below_mean_24h,temperature_2m_hrs_since_max_24h,temperature_2m_hrs_since_min_24h,temperature_2m_hrs_above_mean_24h,temperature_2m_hrs_below_mean_24h,wave_direction_circ_mean_24h,wind_wave_direction_circ_mean_24h,swell_wave_direction_circ_mean_24h,ocean_current_direction_circ_mean_24h,wind_direction_10m_circ_mean_24h,wind_direction_10m_std_24h
2.234166666666667,0.2881249246806361,2.049166666666667,8.908333333333333,0.5666666666666667,0.5791666666666667,18.129166666666666,-0.2058333333333333,0.4222254203095256,-0.005173913043478258,199.45443621996836,5.461160624109022,239.21312204652511,61.90432075014015,196.4166254633173,1.7173454405910422,101.9764625524202,53.05969771624345,18.641666666666666,68.04102877839387,259.9856012117099,0.1,87.0,1015.3166666666666,17.650000000000002,80.95833333333333,54.4,16.354166666666668,-14.258550585378146,-0.11560061769575324,0.01667549619333498,-0.35082057397411526,2.1341666666666668,0.2365360555085748,1.9974999999999998,8.64375,0.43,0.46875,18.11041666666667,-0.218125,0.3745533798739507,0.0009362787668258734,200.14440270176934,4.632267188489407,247.64531389607654,50.11595928444351,198.0400819521578,2.936539441057942,127.85818414916349,52.10612418020874,16.04375,61.78246096295363,258.6270800969845,0.1,75.875,1017.0854166666667,17.622916666666665,79.33333333333333,54.4,16.6375,-12.014211863039522,-0.12836574704250933,-0.038106951276058,-0.27736765265769253,2.20056338028169,0.22467433285111768,1.9307042253521125,8.735211267605635,0.7087323943661972,0.6394366197183099,18.095774647887314,-0.20915492957746484,0.3289194707680698,9.548723248503946e-05,205.7465820900454,9.138164497689237,245.74053169899392,41.38339761420775,201.97973186421828,6.280963767767928,98.25952354886847,54.39489135493129,20.75,51.17742527740811,257.30143905600664,0.1,78.22222222222223,1019.0500000000001,17.609722222222224,78.72222222222223,59.0,15.894444444444442,-16.452252127266004,-0.3520364832215285,-0.15926267539140296,-0.4766272793761514,1.0,0.025400000000000065,2.6,2.049166666666667,0.040060869565217365,2.64,2.234166666666667,0.7796521739130434,21.0,18.641666666666666,0.024869565217391556,17.1,17.650000000000002,2.0,10.0,7.0,17.0,2.0,22.0,10.0,14.0,8.0,21.0,13.0,11.0,11.0,22.0,8.0,16.0,199.45443621996836,239.21312204652511,196.4166254633173,101.9764625524202,259.9856012117099,69.5044441285821
