wave_height_avg_24h,wave_height_std_24h,swell_wave_height_avg_24h,swell_wave_period_avg_24h,wind_wave_height_avg_24h,ocean_current_velocity_avg_24h,sea_surface_temp_avg_24h,sea_level_mean_24h,sea_level_std_24h,sea_level_roc_per_hr_24h,wave_direction_mean_24h,wave_direction_std_24h,wind_wave_direction_mean_24h,wind_wave_direction_std_24h,swell_wave_direction_mean_24h,swell_wave_direction_std_24h,ocean_current_direction_mean_24h,ocean_current_direction_std_24h,wind_speed_avg_24h,wind_direction_std_24h,wind_direction_mean_24h,rain_total_24h,cloud_cover_avg_24h,pressure_avg_24h,temperature_avg_24h,relative_humidity_avg_24h,wind_gusts_max_24h,apparent_temperature_avg_24h,wave_height_avg_48h,wave_height_std_48h,swell_wave_height_avg_48h,swell_wave_period_avg_48h,wind_wave_height_avg_48h,ocean_current_velocity_avg_48h,sea_surface_temp_avg_48h,sea_level_mean_48h,sea_level_std_48h,sea_level_roc_per_hr_48h,wave_direction_mean_48h,wave_direction_std_48h,wind_wave_direction_mean_48h,wind_wave_direction_std_48h,swell_wave_direction_mean_48h,swell_wave_direction_std_48h,ocean_current_direction_mean_48h,ocean_current_direction_std_48h,wind_speed_avg_48h,wind_direction_std_48h,wind_direction_mean_48h,rain_total_48h,cloud_cover_avg_48h,pressure_avg_48h,temperature_avg_48h,relative_humidity_avg_48h,wind_gusts_max_48h,apparent_temperature_avg_48h,wave_height_avg_72h,wave_height_std_72h,swell_wave_height_avg_72h,swell_wave_period_avg_72h,wind_wave_height_avg_72h,ocean_current_velocity_avg_72h,sea_surface_temp_avg_72h,sea_level_mean_72h,sea_level_std_72h,sea_level_roc_per_hr_72h,wave_direction_mean_72h,wave_direction_std_72h,wind_wave_direction_mean_72h,wind_wave_direction_std_72h,swell_wave_direction_mean_72h,swell_wave_direction_std_72h,ocean_current_direction_mean_72h,ocean_current_direction_std_72h,wind_speed_avg_72h,wind_direction_std_72h,wind_direction_mean_72h,rain_total_72h,cloud_cover_avg_72h,pressure_avg_72h,temperature_avg_72h,relative_humidity_avg_72h,wind_gusts_max_72h,apparent_temperature_avg_72h,tide_stage_sign_last3h,swell_wave_height_slope_24h,swell_wave_height_last,swell_wave_height_mean_24h,wave_height_slope_24h,wave_height_last,wave_height_mean_24h,wind_speed_10m_slope_24h,wind_speed_10m_last,wind_speed_10m_mean_24h,temperature_2m_slope_24h,temperature_2m_last,temperature_2m_mean_24h,swell_wave_height_hrs_since_max_24h,swell_wave_height_hrs_since_min_24h,swell_wave_height_hrs_above_mean_24h,swell_wave_height_hrs_below_mean_24h,wave_height_hrs_since_max_24h,wave_height_hrs_since_min_24h,wave_height_hrs_above_mean_24h,wave_height_hrs_below_mean_24h,wind_speed_10m_hrs_since_max_24h,wind_speed_10m_hrs_since_min_24h,wind_speed_10m_hrs_above_mean_24h,wind_speed_10m_hrs_below_mean_24h,temperature_2m_hrs_since_max_24h,temperature_2m_hrs_since_min_24h,temperature_2m_hrs_above_mean_24h,temperature_2m_hrs_below_mean_24h,wave_direction_circ_mean_24h,wind_wave_direction_circ_mean_24h,swell_wave_direction_circ_mean_24h,ocean_current_direction_circ_mean_24h,wind_direction_10m_circ_mean_24h,wind_direction_10m_std_24h
2.098333333333333,0.12581953566738177,1.985,8.420833333333333,0.39916666666666667,0.35833333333333334,18.070833333333336,-0.22541666666666668,0.3121828946662873,-0.013169565217391304,203.3712577001762,4.950296433811686,247.78648912471186,21.24528933294578,201.8716142650406,4.39676264302844,124.84837727630908,47.265822440897956,16.641666666666666,23.987518455785846,257.6193663866077,0.0,60.083333333333336,1020.3041666666667,17.520833333333332,78.5,42.8,16.400000000000002,2.170212765957446,0.20462201127103796,1.8234042553191494,8.83191489361702,0.8365957446808514,0.6765957446808509,18.082978723404263,-0.2146808510638298,0.2577220262701805,-0.0032283500066440105,209.43008569539094,8.648563232911133,244.9946553326004,15.602085733047588,206.0241274059766,5.400903634803251,91.44985234521107,47.71833383864952,23.85208333333333,17.65998301244936,256.0627068947559,0.0,67.9375,1021.3354166666668,17.604166666666668,77.41666666666667,59.0,15.36875,2.074929577464789,0.23627909755641732,1.6847887323943664,9.042253521126762,0.7047887323943665,0.8845070422535212,18.10140845070423,-0.24873239436619718,0.2237134080706944,0.0010455190487323512,193.87058578303524,25.331775880738597,243.66237204580978,82.34374754268318,201.31104537168707,25.754067054491657,130.99518002158334,63.24109913433123,20.331944444444446,86.35483318556162,263.54417206074584,0.0,51.611111111111114,1020.6666666666666,18.095833333333335,76.30555555555556,59.0,16.470833333333335,1.0,-0.008799999999999928,1.92,1.985,-0.016365217391304285,1.92,2.098333333333333,-0.2603478260869559,8.8,16.641666666666666,0.0710000000000005,17.6,17.520833333333332,22.0,16.0,13.0,11.0,23.0,1.0,11.0,13.0,23.0,0.0,9.0,15.0,8.0,20.0,12.0,12.0,203.3712577001762,247.78648912471186,201.8716142650406,124.84837727630908,257.6193663866077,24.50343809062046
