wave_height_avg,wave_height_std,swell_wave_height_avg,swell_wave_period_avg,wind_wave_height_avg,ocean_current_velocity_avg,sea_surface_temp_avg,sea_level_std,wave_direction_std,wave_direction_mean,wind_wave_direction_std,wind_wave_direction_mean,wind_wave_period_avg,swell_wave_direction_std,swell_wave_direction_mean,ocean_current_direction_std,ocean_current_direction_mean,wind_speed_avg,wind_direction_std,wind_direction_mean,rain_total,cloud_cover_avg,pressure_avg,temperature_avg,relative_humidity_avg,wind_gusts_max,apparent_temperature_avg,swell_wave_height_start,swell_wave_height_end,swell_wave_height_delta,swell_wave_height_min,swell_wave_height_max,swell_wave_height_last3_avg,swell_wave_height_slope,wave_height_start,wave_height_end,wave_height_delta,wave_height_min,wave_height_max,wave_height_last3_avg,wave_height_slope,wind_speed_10m_start,wind_speed_10m_end,wind_speed_10m_delta,wind_speed_10m_min,wind_speed_10m_max,wind_speed_10m_last3_avg,wind_speed_10m_slope,temperature_2m_start,temperature_2m_end,temperature_2m_delta,temperature_2m_min,temperature_2m_max,temperature_2m_last3_avg,temperature_2m_slope,swell_wave_height_hours_since_peak,swell_wave_height_hours_below_80pct_max,swell_wave_height_hours_since_drop_started,wave_height_hours_since_peak,wave_height_hours_below_80pct_max,wave_height_hours_since_drop_started,wind_speed_10m_hours_since_peak,wind_speed_10m_hours_below_80pct_max,wind_speed_10m_hours_since_drop_started,temperature_2m_hours_since_peak,temperature_2m_hours_below_80pct_max,temperature_2m_hours_since_drop_started,wave_direction_start,wave_direction_end,wave_direction_delta,wave_direction_last3_mean,wind_wave_direction_start,wind_wave_direction_end,wind_wave_direction_delta,wind_wave_direction_last3_mean,swell_wave_direction_start,swell_wave_direction_end,swell_wave_direction_delta,swell_wave_direction_last3_mean,ocean_current_direction_start,ocean_current_direction_end,ocean_current_direction_delta,ocean_current_direction_last3_mean,wind_direction_10m_start,wind_direction_10m_end,wind_direction_10m_delta,wind_direction_10m_last3_mean
2.8433333333333337,0.45068707611790926,2.5124999999999997,10.047916666666666,0.8691666666666666,0.6999999999999998,17.416666666666668,0.22214982214321233,3.3318837427740964,228.33345233044594,16.050136574433594,239.31563616424313,3.50625,0.8064504441319253,229.70833188614802,18.33697262956433,46.992120466939376,21.0,21.56079204535836,259.8299759654513,0.2,96.20833333333333,1014.4708333333334,17.179166666666667,81.0,56.2,15.404166666666667,2.04,3.04,1.0,2.04,3.04,2.853333333333333,0.029608695652173944,2.22,3.66,1.44,2.22,3.66,3.606666666666667,0.06132173913043477,5.2,28.2,23.0,4.8,34.0,29.133333333333336,1.3195652173913042,18.3,15.7,-2.6000000000000014,15.7,18.3,15.799999999999999,-0.1179565217391304,0,9,4,0,17,,5,14,3,23,0,4,223.0,232.0,9.0,232.66667042747102,195.0,245.0,50.0,241.6661962795516,230.0,228.0,-2.0,228.66667042747102,0.0,72.0,72.0,66.33686150518623,304.0,260.0,-44.0,255.6661282155967
