wave_height_avg,wave_height_std,swell_wave_height_avg,swell_wave_period_avg,wind_wave_height_avg,ocean_current_velocity_avg,sea_surface_temp_avg,sea_level_std,wave_direction_std,wave_direction_mean,wind_wave_direction_std,wind_wave_direction_mean,wind_wave_period_avg,swell_wave_direction_std,swell_wave_direction_mean,ocean_current_direction_std,ocean_current_direction_mean,wind_speed_avg,wind_direction_std,wind_direction_mean,rain_total,cloud_cover_avg,pressure_avg,temperature_avg,relative_humidity_avg,wind_gusts_max,apparent_temperature_avg,swell_wave_height_start,swell_wave_height_end,swell_wave_height_delta,swell_wave_height_min,swell_wave_height_max,swell_wave_height_last3_avg,swell_wave_height_slope,wave_height_start,wave_height_end,wave_height_delta,wave_height_min,wave_height_max,wave_height_last3_avg,wave_height_slope,wind_speed_10m_start,wind_speed_10m_end,wind_speed_10m_delta,wind_speed_10m_min,wind_speed_10m_max,wind_speed_10m_last3_avg,wind_speed_10m_slope,temperature_2m_start,temperature_2m_end,temperature_2m_delta,temperature_2m_min,temperature_2m_max,temperature_2m_last3_avg,temperature_2m_slope,swell_wave_height_hours_since_peak,swell_wave_height_hours_below_80pct_max,swell_wave_height_hours_since_drop_started,wave_height_hours_since_peak,wave_height_hours_below_80pct_max,wave_height_hours_since_drop_started,wind_speed_10m_hours_since_peak,wind_speed_10m_hours_below_80pct_max,wind_speed_10m_hours_since_drop_started,temperature_2m_hours_since_peak,temperature_2m_hours_below_80pct_max,temperature_2m_hours_since_drop_started,wave_direction_start,wave_direction_end,wave_direction_delta,wave_direction_last3_mean,wind_wave_direction_start,wind_wave_direction_end,wind_wave_direction_delta,wind_wave_direction_last3_mean,swell_wave_direction_start,swell_wave_direction_end,swell_wave_direction_delta,swell_wave_direction_last3_mean,ocean_current_direction_start,ocean_current_direction_end,ocean_current_direction_delta,ocean_current_direction_last3_mean,wind_direction_10m_start,wind_direction_10m_end,wind_direction_10m_delta,wind_direction_10m_last3_mean
2.1616666666666666,0.1547976706561817,1.9933333333333334,8.487499999999999,0.5416666666666666,0.4291666666666667,18.045833333333334,0.2941972004517093,6.155002678392146,205.82591321256635,20.410595074724004,247.67575026446022,2.71875,4.78202400905604,203.4561208515748,44.09473907954047,106.07204372929843,18.85,23.220079703766636,256.13090380071924,0.0,60.208333333333336,1021.1541666666666,17.4875,78.58333333333333,47.5,16.041666666666668,1.78,1.9,0.11999999999999988,1.7,2.18,1.9066666666666665,-0.005895652173913035,2.44,1.96,-0.48,1.96,2.44,1.96,-0.019878260869565133,30.1,21.7,-8.400000000000002,11.4,30.1,21.766666666666666,-0.3942608695652164,18.0,17.8,-0.1999999999999993,16.7,18.8,18.0,0.06239130434782614,19,3,2,23,0,4,23,19,8,5,0,1,219.0,198.0,-21.0,198.33332957252895,239.0,216.0,-23.0,216.66663657794038,208.0,198.0,-10.0,198.33332957252895,45.0,180.0,135.0,180.0,249.0,238.0,-11.0,231.0064297614647
